Dem_scenarios,Ren_scenarios,Region,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
All_1.75,112.5,E. Europe+Russia,277853.67023821763,290556.96550963994,307409.11347802135,324579.41702667077,342068.98305102927,359880.0165595943,378015.53056868276,405264.3056757114,432358.49221404654,459421.0267149413,486545.46340165235,513804.819849915,543247.7146052618,572808.7525099779,602553.3208787105,632535.0629459323,662798.8159940819,695364.3810687213,728235.6266310025,761451.5139805333,795046.2026200568,829050.0518811127,871846.4916081353,915005.9233874311,958576.2248792015,1002600.4062942298,1047117.4856108249
All_2.0,112.5,Asia,4110455.5378154577,4450408.396935667,4854096.769939104,5261757.295169836,5674259.136583141,6092298.365518941,6516449.044903169,6963904.699610344,7414440.622422752,7869284.6442511305,8329397.107943855,8795552.09328288,9226635.00156257,9665636.01759157,10112825.691995993,10568457.21976525,11032771.637377746,11483574.294639142,11943796.05620637,12413573.794761835,12893055.487717876,13382398.785968719,13772868.721772188,14174061.962458817,14585875.849854777,15008248.982856806,15441154.767828057
All_2.0,112.5,Latin America,995978.1151765023,1049339.08624015,1081679.2912467702,1116212.8407455706,1152685.8322800335,1190911.1055050516,1230749.0100889474,1269188.2142893896,1310381.2443237547,1353988.7198082178,1399763.252133748,1447522.0017923638,1496056.8362041095,1546545.3121790236,1598869.761709077,1652941.9711838027,1708696.0245077752,1769169.3948481265,1831223.8831077013,1894843.6152023575,1960020.1149702251,2026750.9275950624,2124730.9174434356,2224156.0692572757,2325111.2732271426,2427675.471108446,2531922.821578356
All_2.0,112.5,Mideast+Africa,245722.47244602663,271407.3083762938,301358.0126747612,331444.32926375774,361758.19330913,392371.8586528137,423343.6668168765,484653.85559913033,544644.115343745,603794.0013915116,662465.9598690042,720940.5449952296,811184.2878969505,900483.1479982414,989256.7052568677,1077843.9500186774,1166523.3403363868,1284308.1662203914,1402170.8857603092,1520404.1570136917,1639259.204383769,1758954.3336449575,1939485.6117542796,2120831.3436885863,2303312.1296017463,2487213.421337731,2672791.800278732
All_2.0,112.5,OECD+EU,3484255.9983094623,3697724.7721348004,3872932.2510711025,4054643.9633160126,4242412.360403152,4435920.264505373,4634943.578704842,4786389.725128807,4947891.4380947575,5118253.531822478,5296606.575717288,5482309.7553533465,5683836.8254022375,5892249.061750393,6107228.967931991,6328545.0722307535,6556031.152671132,6777968.217540685,7006103.9239565395,7240337.331832163,7480602.017521088,7726859.544918023,7989233.225889825,8257628.417947677,8532081.31178957,8812640.326671232,9099364.422545245
All_2.0,112.5,E. Europe+Russia,277853.67023821763,292986.5494220042,312352.11368289083,332123.3821352766,352304.92751114024,372902.26814968954,393921.64230819856,424573.59029434435,455241.8696789878,486045.38163147424,517075.7120625621,548405.3877006954,582226.4309646647,616339.6333954608,650812.1127225911,685699.8944538934,721050.718155923,759069.2605051468,797591.3746411797,836659.9505790278,876313.4050274397,916586.6453295796,966777.7685892611,1017595.3802491599,1069093.075843846,1121319.914392738,1174321.2697074455
All_2.25,112.5,Asia,4110455.5378154577,4487313.30149861,4931101.793336324,5381861.973831217,5840336.984720386,6307145.717798694,6782820.338068871,7285309.75074786,7793587.452893916,8308879.984657084,8832167.57876167,9364259.715025563,9861217.110486606,10368677.740854584,10886986.31530002,11416473.37337823,11957460.297392337,12485878.182455605,13026575.1400451,13579777.20696824,14145723.628080796,14724665.551478818,15196705.660222342,15682194.591213878,16181121.346406408,16693517.206619479,17219449.553524144
All_2.25,112.5,Latin America,995978.1151765023,1058040.7053676266,1098838.969571805,1141691.4740300288,1186423.3789791488,1232909.064644159,1281058.0362350533,1327765.0502043953,1377389.2521823256,1429625.4719524854,1484254.3167556492,1541116.6717265262,1598951.4345086752,1659035.1555167825,1721267.0074448884,1785574.5270432555,1851906.8050084303,1923585.199297616,1997235.669404457,2072856.2589568074,2150452.457003701,2230035.8883548602,2344385.255667156,2460808.22644233,2579406.8209047923,2700277.846891285,2823514.0412181444
All_2.25,112.5,Mideast+Africa,245722.47244602663,273657.9469514432,306138.7333560365,339009.8653436723,372346.363649016,406209.01006643503,440648.58230174804,507022.08204133715,572495.1833586206,637523.2463706825,702453.046356508,767555.5133808103,866975.2708557989,965980.8786168762,1064986.635829634,1164330.469449388,1264293.0522369747,1396404.5427604085,1529286.3605996477,1663239.7775334138,1798526.9420495506,1935379.0525508872,2139989.3202694803,2346489.6594187333,2555223.5224946532,2766501.2815994048,2980606.3253678735
All_2.25,112.5,OECD+EU,3484255.9983094623,3728388.0658472674,3934372.1548770005,4147195.1174232946,4366582.000662281,4592354.776831151,4824405.033294951,5007295.940926846,5200908.145868463,5404170.296219758,5616314.874805394,5836787.940412904,6074755.20017625,6320828.922064653,6574751.728481171,6836349.412875917,7105511.180068696,7369559.626420139,7641250.635467798,7920536.784585333,8207405.049355548,8501870.582534265,8815158.863221502,9136247.326643458,9465228.174477296,9802206.97944684,10147301.092377406
All_2.25,112.5,E. Europe+Russia,277853.67023821763,295416.1333343683,317307.24394961266,339704.41825108277,362616.4136172243,386052.8166232379,410023.8808962011,444168.9326182891,478521.24040650664,513196.9328397687,548286.9024804394,583864.4834439085,622270.3339011418,661169.8418979334,700633.312670485,740720.658122229,781484.0747311012,825321.9838651072,869897.9724638119,915260.6585905617,961454.5792430115,1008521.1192167458,1066723.0977721189,1125868.4215191125,1186018.9246711829,1247232.325797753,1309563.0584241645
All_2.5,112.5,Asia,4110455.5378154577,4524218.206061559,5008295.323522772,5502555.399741365,6007637.485749096,6524104.57294143,7052467.984923114,7611464.534882658,8179279.180538764,8757158.384033041,9346124.041361358,9947043.491415264,10513097.72006445,11092652.079208774,11686148.606160525,12294019.314841583,12916691.061823687,13528168.759845313,14155307.777388142,14798450.685971813,15457956.49276335,16134199.50154603,16695557.768856715,17273669.832825746,17868644.343018547,18480634.369289313,19109831.531980388
All_2.5,112.5,Latin America,995978.1151765023,1066742.3244951048,1116040.6544533283,1167295.0023262028,1220409.2990133313,1275319.776419129,1331985.8609064124,1387207.536268449,1445553.9636870874,1506756.230786091,1570625.1981316349,1637027.9152351606,1704650.905895879,1774874.3115828494,1847617.0959830822,1922825.6402496349,2000467.2798954973,2084161.3877511777,2170293.0586481104,2258878.084652223,2349939.91075374,2443508.397018311,2575612.1322332867,2710538.284563911,2848412.1781176743,2989354.9074308714,3133484.4640731867
All_2.5,112.5,Mideast+Africa,245722.47244602663,275908.585526593,310931.157147915,346612.48731068237,383012.4833194516,420182.1519147316,458166.3473884102,529720.8667708118,600827.0212538828,671918.7245790261,743329.793726646,815324.2547751835,924287.0977552782,1033428.7620344404,1143162.2792057395,1253828.6397311173,1365714.989738786,1512972.9791871293,1661796.6642285727,1812501.8880387086,1965367.9056810897,2120645.2286336045,2351056.6118823406,2584618.333051913,2821706.8127056644,3062667.8628956415,3307822.620222953
All_2.5,112.5,OECD+EU,3484255.9983094623,3759051.3595597385,3995962.4623641903,4240199.952752309,4491665.768671725,4750326.715227764,5016196.854375402,5231466.715071954,5458292.471152107,5695734.60029178,5943136.2694585165,6200039.860096596,6476329.881937988,6762169.472043461,7057373.227305686,7361836.617679813,7675517.247529291,7984752.442326554,8303353.21343987,8631339.912776077,8968767.770888308,9315721.001293436,9684598.579006143,10063420.582722168,10452353.224136412,10851577.948320026,11261289.96033595
All_2.5,112.5,E. Europe+Russia,277853.67023821763,297845.7172467328,322274.50427818735,347322.6162344007,373003.8121248979,399332.60765182367,426324.1762198397,464053.85546904785,502202.4635970682,540884.7920991243,580192.5014600385,620201.2317738681,663405.8205292895,707334.8410223396,752063.4979385649,797657.365810698,844174.9428378274,894217.8448149534,945273.2896229652,997397.7860264456,1050644.2403698342,1105062.8540307512,1171934.0691611203,1240124.8610587786,1309708.3876541867,1380754.2353918517,1453329.2338528344
All_2.75,112.5,Asia,4110455.5378154577,4561123.110624506,5085677.360498439,5623839.012380113,6176166.625715038,6743190.456610604,7325424.145655647,7942427.401609396,8571612.406829456,9214269.545790168,9871487.172626806,10544216.210800838,11182704.456563506,11838128.93990585,12511056.046726188,13202047.525613636,13911665.260946209,14611937.877159398,15331824.978611862,16071818.287411464,16832430.662526123,17614195.18388047,18273179.664762415,18952873.067074917,19653537.840730418,20375484.492806893,21119066.081129547
All_2.75,112.5,Latin America,995978.1151765023,1075443.9436225826,1133284.3458913383,1193023.7310008712,1254644.8084056743,1318146.2757576564,1383538.5581352813,1447526.3068341212,1514892.4515699886,1585406.7542704246,1658912.9812257974,1735307.2092479775,1813224.588017051,1894153.9681052635,1978037.5742054202,2064844.2820810108,2154563.5047071017,2251127.7959651025,2350676.781513872,2453248.5785394553,2558889.3737269174,2667652.2646448715,2818990.7693190873,2974034.3857425065,3132939.2120620236,3295858.429030552,3462943.42523157
All_2.75,112.5,Mideast+Africa,245722.47244602663,278159.2241017427,315735.2840503963,354252.2858393292,393756.9339563559,434292.2841213879,475899.0513761975,552754.2706352026,629646.725104074,706991.9224509177,785113.7531805212,864272.4073418553,983157.3645021473,1102879.8927265743,1223856.3642864046,1346435.6014735124,1470916.1725836066,1634180.3221233545,1799916.7525479705,1968462.8890078533,2140122.403256759,2315172.7465213137,2573216.209109947,2835873.538585182,3103566.255748159,3376688.2835336314,3655611.740178648
All_2.75,112.5,OECD+EU,3484255.9983094623,3789714.6532722083,4057703.173532665,4333659.578548102,4617668.139954006,4909847.384231042,5210341.916469413,5458942.152061875,5720108.879172579,5993043.812484032,6277211.086595781,6572260.476880694,6888824.299112419,7216618.131707917,7555542.460151515,7905577.046318803,8266763.224510434,8624427.202452084,8993485.709114278,9374043.918429911,9766243.144910604,10170255.300216999,10599730.315413147,11041703.052727692,11496435.637295973,11964208.251200998,12445317.816281611
All_2.75,112.5,E. Europe+Russia,277853.67023821763,300275.3011590971,327253.89466861426,354978.06694554293,383467.4946973807,412742.59154266596,442824.47237392375,484231.9162900327,526291.4705187262,569118.2058220044,612806.2082709937,657435.1351406651,705659.8752605884,754870.9715150045,805150.5154098569,856571.8161737175,909201.835843874,965855.4553124062,1023839.5986420653,1083221.2315630557,1144064.3098773665,1206430.6505871883,1282674.2357169967,1360679.5374950157,1440534.7637433168,1522325.259481123,1606134.3123831619
All_3.0,112.5,Asia,4110455.5378154577,4598028.015187453,5163247.904263325,5745714.251227266,6345930.405281885,6964418.970389474,7601721.2166370675,8278257.272570646,8970684.918510906,9680365.38021435,10408481.449410303,11156096.824589046,11870474.436844818,12605692.301091554,13362472.335924976,14141538.776176186,14943622.92562633,15738729.204700097,16558025.981339764,17402192.573129155,18271936.02855294,19167990.515171904,19933504.049271893,20724408.891939353,21541162.48970125,22384275.941196006,23254308.934156265
All_3.0,112.5,Latin America,995978.1151765023,1084145.5627500603,1150570.0438858347,1218877.9654208065,1289131.1261487957,1361391.6124280957,1435722.2465609324,1508732.1005110787,1585421.9980405723,1665603.18008163,1749155.3895906005,1836007.0449757494,1924743.357380049,2016967.5642185083,2112649.1853304817,2211783.848313109,2314387.528719834,2424722.2431221963,2538678.029284604,2656320.7367108027,2777724.969036959,2902973.0153827467,3075127.8620349905,3252019.071234556,3433842.455454652,3620792.6522965087,3813064.267259169
All_3.0,112.5,Mideast+Africa,245722.47244602663,280409.8626768924,320551.1140634803,361929.351604152,404580.09812760196,448540.4114996702,493848.7989080261,576126.3942939073,658961.4780505652,742754.4957496846,827822.7781439567,914426.1144085639,1043624.5013940815,1174388.6760607143,1307143.5976183757,1442251.380395388,1580027.7124264187,1760199.2136685075,1943869.591161766,2131406.021085001,2323145.1493596663,2519400.3349591917,2807021.9121665987,3100944.2511156327,3401648.3726443504,3709591.4127933397,4025212.30924129
All_3.0,112.5,OECD+EU,3484255.9983094623,3820377.9469846776,4119594.2883824245,4427575.104055699,4744593.600960857,5070928.143655487,5406863.262088148,5689762.749570942,5986422.626126887,6296196.736613178,6618682.069510189,6953648.5947049875,7312507.72656642,7684530.89880872,8069720.631864639,8468157.998345744,8879985.97761807,9289495.02976058,9712762.19511115,10149997.625673825,10601449.877371404,11067400.75810205,11562835.316008214,12073777.31694061,12600611.15318162,13143743.355273912,13703601.483692728
All_3.0,112.5,E. Europe+Russia,277853.67023821763,302704.88507146155,332245.41512089345,362670.8612448199,394007.83390549273,426283.72324994387,459526.72773047787,504706.70740112907,550794.2652145168,597906.5567282132,646141.958078928,695586.0802629533,749060.081389476,803815.4713678827,859943.513020649,917527.6433067723,976645.7964079818,1040336.8526365141,1105723.728172554,1172886.859088455,1241904.4107021801,1312853.1293232443,1399219.6509109251,1487863.0277395595,1578890.9696222376,1672409.2471277474,1768522.4974640103
All_3.25,112.5,Asia,4110455.5378154577,4634932.919750397,5241006.954817437,5868182.555762662,6516934.839731279,7187805.791966441,7881391.831572445,8619013.645653024,9376595.699206924,10155600.031510837,10957335.204481736,11783010.553239625,12576854.455131691,13395940.523705032,14241181.88799501,15113502.894317143,16013843.935316807,16910139.900013983,17835880.61738924,18791977.90498149,19779380.29600128,20799072.842880476,21680649.690237407,22593111.5082216,23537159.951743163,24513558.444031928,25523127.669716496
All_3.25,112.5,Latin America,995978.1151765023,1092847.1818775374,1167897.7484368193,1244858.010952788,1323869.4742048508,1405058.8510756933,1488543.0896475366,1570835.7609308362,1657160.0968371704,1747372.030263903,1841390.7947691942,1939180.9453543776,2039279.6596329387,2143410.8403688148,2251575.9477329697,2363802.2793812845,2480137.5727438987,2605190.788696422,2734598.8167513106,2868461.567876886,3006888.730040697,3149998.8045210396,3344658.809844555,3545250.9109604848,3752021.2366330633,3965217.035787194,4185087.86400196
All_3.25,112.5,Mideast+Africa,245722.47244602663,282660.5012520419,325378.64718716725,369643.7752796921,415482.35933302063,462927.5437643639,512017.71004533896,599841.3785101032,688778.5511541099,779218.2716426854,871475.0287173309,965812.0331553253,1105727.7895399367,1248010.8573536857,1393100.7121612024,1541378.9656794716,1693184.934215797,1891208.2778665638,2093886.4332503707,2301625.768503475,2514805.8377716755,2733786.3635583995,3053053.723022036,3380553.800667562,3716844.060054594,4062462.6921092966,4417934.239945512
All_3.25,112.5,OECD+EU,3484255.9983094623,3851041.2406971455,4181635.8069134746,4521947.6385201495,4872446.64907327,5233580.408729229,5605784.102551255,5923969.401334128,6257299.766927283,6605293.629457132,6967694.413446339,7344406.925040021,7747655.400662912,8166272.538962515,8600381.457458425,9050184.173248753,9515946.052782064,9980898.617076704,10462338.153855031,10960603.40188384,11476075.030355265,12009170.93353699,12576302.756034333,13162459.719329977,13768179.890196256,14394029.172946656,15040600.483701115
All_3.25,112.5,E. Europe+Russia,277853.67023821763,305134.46898382576,337249.06563502527,370401.0899925439,404625.20322765864,439956.96238614054,476432.91500847944,525481.8562545244,575716.9252150672,627259.3655153051,680213.9254186901,734674.3447367742,793634.6328789704,854206.4957071552,916492.9718435023,980590.3665939306,1046590.4715074374,1117767.6095964639,1191057.2210555552,1266556.7197013346,1344362.1733446468,1424569.145481594,1521859.4290352135,1622022.3925303181,1725190.519134182,1831495.5520341475,1941069.3139644375
All_3.5,112.5,Asia,4110455.5378154577,4671837.824313342,5318954.512160769,5991245.365466128,6689185.958962809,7413366.67532008,8164468.862657538,8964756.599203419,9789444.941111062,10640129.905113144,11518280.683162138,12425288.99381845,13302301.17298592,14209486.669507792,15147990.342051802,16118979.552334344,17123649.197189316,18127822.324580733,19167431.75577866,20243673.852777485,21357793.65494521,22511085.24765261,23518929.741381172,24564055.56906197,25647466.89505756,26770240.968746483,27933524.328674827
All_3.5,112.5,Latin America,995978.1151765023,1101548.8010050145,1185267.4595442908,1270964.1729635927,1358861.0775055287,1449151.0712587566,1542007.295902536,1633848.2375151752,1730124.455293073,1830740.2159282633,1935658.2258127392,2044883.4827453797,2156907.5403677737,2273581.8892002273,2394945.2355079073,2521062.183501819,2652018.2117407992,2792787.996927455,2938752.3567752047,3090052.613564076,3246841.3104212703,3409281.3729843437,3628248.999984847,3854526.2059814353,4088421.910434128,4330249.146967281,4580326.329106164
All_3.5,112.5,Mideast+Africa,245722.47244602663,284911.13982719136,330217.8834214571,377395.6475404902,426464.10200439894,477454.69554369064,530407.9203432204,623903.4044441751,719105.3042536229,816395.2507966656,916088.976179841,1018457.3434301869,1169507.3775620165,1323803.5515003505,1481806.5171341188,1643924.3902568643,1810527.50086663,2027392.3126983135,2250207.1063734232,2479428.27648714,2715489.7353501795,2958809.6711723693,3311919.0169264344,3675461.4955794583,4050090.80024039,4436447.096924252,4835162.648205892
All_3.5,112.5,OECD+EU,3484255.9983094623,3881704.534409612,4243827.729125811,4616778.291186497,5001231.79260148,5397815.65022875,5807127.818809254,6161603.400044923,6532807.163002956,6920436.2185170185,7324395.801613307,7744742.153925484,8194548.636290934,8662216.77952491,9148011.469846012,9652278.14184024,10175428.375935074,10699613.240329871,11243411.910616916,11807319.14539777,12391876.732181972,12997669.303851698,13642634.568220405,14310706.688341908,15002614.532211382,15719122.556226084,16461030.36297707
All_3.5,112.5,E. Europe+Russia,277853.67023821763,307564.0528961899,342264.8462110094,378168.8440490271,415319.9770499059,453763.27323336946,493545.02134375204,546561.0256917621,601065.602256408,657186.2925453152,715036.5277100753,774720.6037415301,839412.3463486987,906083.1370726868,974850.7388805138,1045827.4417829963,1119122.1895007042,1198256.9480054548,1279976.4974627555,1364399.281401921,1451643.553342941,1541828.220775181,1650896.3291747982,1763521.9553481424,1879868.5490465972,2000100.3678467677,2124383.32820799
All_3.75,112.5,Asia,4110455.5378154577,4708742.72887629,5397090.576293327,6114904.119817497,6862689.807493984,7641117.4509044215,8450985.421737956,9315546.796265945,10209334.056763051,11134113.695258463,12091554.100648979,13083270.229128871,14047281.312539564,15046958.82534873,16083725.082909383,17159039.073580038,18274401.85717244,19393485.811237004,20554797.82404698,21759878.720006704,23010333.62450518,24307833.095297307,25452860.4120872,26642567.51394723,27878329.649444457,29161610.481882982,30493959.213464163
All_3.75,112.5,Latin America,995978.1151765023,1110250.4201324924,1202679.1772082504,1297196.756819999,1394107.1639520454,1493671.3674848722,1596121.119095572,1697780.5862483394,1804332.9964178205,1915735.0419971733,2031997.3789139767,2153170.2968961056,2277702.6764522474,2407581.207438469,2542887.8608141067,2683730.9628181746,2830240.5623823525,2987777.2091115355,3151463.4468566542,3321490.486291778,3498062.720599436,3681397.039623008,3926595.1449492266,4180680.767001736,4444040.194357693,4717067.696954646,5000166.918455773
All_3.75,112.5,Mideast+Africa,245722.47244602663,287161.7784023411,335068.8227663501,385185.05906108714,437525.7115054791,492122.8863912406,549021.5809257013,648316.6939485885,749949.1868312435,854297.6094935621,961683.4075487824,1072389.756694341,1235004.2985845616,1401825.2731832273,1573341.9489638011,1749996.813063993,1932199.5413062847,2168942.487747771,2413080.3084662147,2665131.783078646,2925598.297924337,3194970.427074782,3584253.763284346,3986464.31838489,4402374.975325239,4832752.24586234,5278361.972874999
All_3.75,112.5,OECD+EU,3484255.9983094623,3912367.8281220836,4306170.055019437,4712068.171299784,5130953.550784949,5563645.394613788,6010917.962267995,6402706.440267448,6813012.490158816,7241727.719952462,7688936.441637405,8154865.0099923145,8653474.94590123,9172746.507265,9713110.334368993,10275080.829227407,10859242.972650653,11446647.801743617,12057226.112493547,12691660.341930365,13350686.987989897,14035093.048161333,14764450.471870717,15521621.339949006,16307568.901205368,17123302.313072536,17969876.718525447
All_3.75,112.5,E. Europe+Russia,277853.67023821763,309993.63680855435,347292.7568488464,385974.2142745814,426092.53066586354,467703.6247547149,510865.0483590373,567947.9142020587,626846.5230030372,687697.1395479518,750624.428816488,815745.9368443566,886422.6732683632,959485.4460951329,1035070.0605808219,1113308.3133155187,1194330.0392752406,1281917.8555081855,1372623.0232668915,1466589.6667218173,1563963.1605181808,1664890.9921448794,1786647.3637777714,1912744.1161168704,2043382.8932261213,2178768.129876473,2319107.9579470633
All_4.0,112.5,Asia,4110455.5378154577,4745647.633439235,5475415.147215101,6239160.258296579,7037452.444460233,7871074.025833988,8740974.861471038,9671445.488839343,10636365.690910991,11637712.4128314,12677395.700039387,13757298.938439656,14812271.853029437,15909000.433771048,17049235.773374997,18234783.2587717,19467508.543676965,20708898.48370526,22000175.410196032,23343293.191127997,24740290.076141857,26193290.847562358,27487170.00149223,28834237.40759581,30236319.551439513,31695351.641199026,33213375.928813666
All_4.0,112.5,Latin America,995978.1151765023,1118952.0392599697,1220132.9014286958,1323556.0678887803,1429608.9644151446,1538622.8492470752,1650890.8584779263,1762643.970452956,1879803.8609936482,2002384.2119953355,2130448.627158087,2264098.1131627145,2401742.4078968675,2545511.7487895386,2695538.158031643,2851980.9426387595,3015022.4756721365,3190430.8239196553,3373068.8680652105,3563187.4263050756,3761053.091381636,3966947.732698388,4240426.676170295,4524591.772095248,4819923.614710476,5126915.725837666,5446076.136160191
All_4.0,112.5,Mideast+Africa,245722.47244602663,289412.41697749076,339931.46522184554,393012.10051602265,448667.5741319575,506933.1407978898,567860.8585612404,673085.5098641822,781317.7388836974,892937.7017668966,1008277.4301943377,1127637.5250981066,1302260.4875126039,1482135.967672944,1667790.1233544922,1859708.6033154712,2058349.7819768812,2316056.547695938,2582763.913301011,2859067.0658563026,3145549.808970728,3442791.0261536506,3870723.797828982,4314398.697236879,4774734.290504637,5252651.664165243,5749080.3101764945
All_4.0,112.5,OECD+EU,3484255.9983094623,3943031.1218345524,4368662.784594347,4807818.388105044,5261616.453792357,5731081.224162072,6217178.255615081,6647320.621362631,7097984.246491499,7569272.856691413,8061469.102458755,8574990.33347994,9124728.16057639,9698253.96990602,10296191.17025511,10919252.009619128,11568225.707205197,12223045.903778998,12905069.254679127,13615202.191889837,14354414.594271036,15123736.97983851,15944493.21327352,16798460.37483448,17686886.933478404,18611080.770335644,19572409.954011355
All_4.0,112.5,E. Europe+Russia,277853.67023821763,312423.22072091873,352332.7975485353,393817.2915295177,436943.2402767618,481778.99060555745,528395.0122342305,589646.2561818686,653065.9897762511,718801.8513403606,786992.5426469313,857771.8349040444,934695.7123596157,1014454.4525774436,1097205.6170964958,1183104.4679392774,1272305.9515316093,1368867.2058525034,1469143.483796116,1573309.8985468762,1681544.6003969645,1794029.6782428646,1929444.4327976576,2070090.2011498637,2216215.207382814,2368072.986365922,2525923.3767450494
All_4.25,112.5,Asia,4110455.5378154577,4782552.538002179,5553928.224926102,6364015.220383201,7213479.943614952,8103252.384069101,9034470.776490709,10032514.52215519,11070643.732460007,12151089.413478166,13276049.811058875,14447726.509829978,15597760.230683453,16796270.6300703,18045394.898242693,19347346.232505474,20704420.644810107,22075889.129634213,23505841.947631683,24996724.104302928,26551090.442285735,28171609.141273286,29626808.311250523,31144931.30491088,32728349.010076925,34379567.462388605,36101227.725363106
All_4.25,112.5,Latin America,995978.1151765023,1127653.6583874465,1237628.6322056295,1350042.4115367138,1465367.7127351083,1584008.6410600757,1706322.8590025273,1828449.661569748,1956555.4096872208,2090715.8328870137,2231053.0303921085,2377724.7609992726,2529105.7702656128,2687478.977870516,2853034.069768966,3025989.503834456,3206588.7347535305,3401030.585959786,3603917.796695025,3815571.877455618,4036333.465783071,4266562.062011372,4570507.1961206,4887179.706980891,5217174.067623775,5561103.945643089,5919604.054179244
All_4.25,112.5,Mideast+Africa,245722.47244602663,291663.05555264023,344805.8107879442,400876.86257983744,459890.07711148856,521886.48820373544,586927.9357384007,698214.1563179119,813218.5918000148,932328.0615589183,1055890.4765104775,1184229.4506894525,1371318.79860551,1564797.0422296964,1765236.388502535,1973175.4268373607,2189131.6818784433,2468939.0217992337,2759525.2856922247,3061577.9040153264,3375780.041853117,3702817.019378455,4172026.148121078,4660142.356046568,5168260.311052903,5697488.208645262,6248953.973661783
All_4.25,112.5,OECD+EU,3484255.9983094623,3973694.4155470184,4431305.9178505475,4904030.050847316,5393225.042721647,5900134.777104238,6425932.593648385,6895488.4504286805,7387791.760363097,7903177.876715859,8442149.151676474,9005337.146261457,9608608.553165806,10239140.981598608,10897780.879141016,11585470.813230434,12303239.04154012,13029886.95466219,13788277.255423283,14579581.81086124,15405048.160938596,16265997.633935412,17185634.025767095,18144641.282056734,19144612.077401184,20187215.908973347,21274200.80386769
All_4.25,112.5,E. Europe+Russia,277853.67023821763,314852.80463328277,357384.9683100769,401698.16667414794,447872.48299143533,495990.34914491716,546136.9437767973,611659.8221957164,679730.3812877852,750510.5175635945,824156.0368017915,900820.2070757832,984262.222209444,1071032.1869877302,1161313.5572913073,1255289.4896315453,1353144.782256269,1459225.8826981906,1569689.9631309249,1684749.154394899,1804620.8282307864,1929528.5642966758,2079634.984416453,2235981.3508644262,2398872.1466337177,2568620.3425742276,2745548.5174448006
All_4.5,112.5,Asia,4110455.5378154577,4819457.442565126,5632629.80942632,6489470.445557196,7390778.39332948,8337668.58660098,9331507.004574938,10398816.338976597,11512273.326507386,12674410.425992945,13887764.909501422,15154911.154169725,16404244.54200635,17709444.585912295,19073098.32021211,20497895.310413983,21986635.61989443,23496349.12858726,25074158.48553868,26723088.353567723,28446305.116666287,30247122.14572068,31876956.45187094,33580804.16402094,35361688.325255714,37222801.00613039,39167505.21056175
All_4.5,112.5,Latin America,995978.1151765023,1136355.2775149243,1255166.3695390495,1376656.0931305776,1501384.6457217494,1629831.8824964392,1762423.5115444444,1895209.0399409847,2034606.2251766436,2180758.4199601947,2333852.345213902,2494109.192715988,2659873.5276377914,2833590.9251899756,3015517.2347554215,3205939.218464993,3405171.2580306684,3619867.8828044534,3844372.2290189704,4079089.0828403686,4324446.6199932005,4580896.4331713375,4917635.991129465,5269410.391302583,5636950.500042499,6021014.248347888,6422388.856145086
All_4.5,112.5,Mideast+Africa,245722.47244602663,293913.6941277899,349691.8594646454,408779.4359270724,471193.6086036827,536983.9630100162,606225.0107416934,723706.9790220186,845659.4692455956,972481.4048986324,1104542.3086424358,1242194.8947565642,1442223.0233493883,1649871.3981158498,1865768.3794774546,2090516.3345058875,2324703.571239167,2627801.439513242,2943641.606731289,3273021.556302598,3616742.946435435,3975618.0808396447,4488890.414470333,5024616.246630913,5584101.118176519,6168677.661730021,6779712.290837242
All_4.5,112.5,OECD+EU,3484255.9983094623,4004357.709259488,4494099.454788031,5000704.268771648,5525783.869599999,6070817.747758612,6637205.044106434,7147252.845255638,7682505.198432587,8243550.571524585,8831134.593346233,9446128.722888093,10105422.96351475,10795819.132393036,11518420.480796767,12274436.24554916,13065172.814608974,13868287.306344172,14708235.08110355,15586500.505586097,16504659.244619442,17464377.51526361,18490878.31810547,19563749.862022705,20684997.131402683,21856724.09839264,23081136.66313391
All_4.5,112.5,E. Europe+Russia,277853.67023821763,317282.3885456472,362449.2691334708,409616.9305687842,458880.63682632137,510338.6834467827,564092.888492346,633992.4192382791,706846.1533787629,782833.3744358942,862130.336262786,944913.3879178703,1035153.6340980692,1129261.7023704315,1227451.5345169527,1329939.1158617975,1436944.3984363582,1553118.907057843,1674420.1291062343,1801104.0294173337,1933434.516044858,2071684.5060310515,2237582.7033942295,2410859.4468449457,2591886.5982295778,2781048.481093837,2978743.1796209845
All_4.75,112.5,Asia,4110455.5378154577,4856362.347128071,5711519.900715766,6615527.373298401,7569353.896593085,8574338.771636948,9632117.627816183,10770413.98391768,11961360.886464968,13207843.580978595,14512793.677388592,15879218.02075625,17232233.750515603,18649213.85962327,20133265.847965773,21687631.887421895,23315698.346128765,24972234.43645541,26707572.547195315,28525416.92455994,30429653.052911922,32424355.208526988,34243037.058080114,36148313.33029959,38143983.292031325,40234058.13320522,42422765.49427623
