Dem_scenarios,Region,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
All_2.75,Latin America,1583568.1885069385,1640978.0973137007,1698037.4726008656,1756239.20249524,1815651.7066987664,1876341.271650253,1938372.539472958,2007789.278312553,2078748.0450856283,2151318.504760173,2225569.93895593,2301571.4883206547,2386061.351512761,2472151.9441641043,2559948.630950328,2649553.202491612,2741064.637950368,2851603.400853994,2964144.7218262088,3078826.7666385346,3195783.4313755315,3315145.2231746865,3428893.8400394293,3545010.559166224,3663624.645990062,3784862.2052451647,3908846.9813590823
All_2.75,Mideast+Africa,2136131.1554832133,2229356.0170348943,2304733.6623462937,2381680.9511550996,2460284.6835837704,2540629.312642389,2622797.525408119,2739614.2743439884,2858625.69240879,2979967.744157372,3103773.7558645196,3230175.04451329,3391353.25896494,3554497.0119292503,3719869.7371694096,3887720.024065117,4058284.1477622488,4309392.397897889,4563290.503885723,4820384.891913247,5081061.147820014,5345687.404462045,5640627.710346419,5938700.268270957,6240411.408980866,6546237.394546804,6856629.404203792
All_2.75,OECD+EU,9533311.222630475,9630257.622233601,9793403.781502439,9964673.369344613,10143974.432074526,10331246.700556686,10526457.79490018,10786161.32633171,11053684.796311729,11329192.878120279,11612859.022356262,11904865.230920363,12140008.072142169,12384762.479939975,12639125.820470393,12903123.549699841,13176806.239584576,13420693.075128347,13674781.999968464,13939073.568646517,14213595.541528132,14498400.26952083,14851111.16750789,15215069.546673495,15590454.067508068,15977461.981749043,16376307.836366573
All_2.75,E. Europe+Russia,1507440.1985133437,1541665.254325279,1564819.5358130462,1589298.753961506,1615079.672828227,1642144.891487505,1670482.1214504247,1708139.2661352665,1747020.5811203716,1787145.7201889672,1828536.0593309172,1871214.614106433,1915750.470474525,1961747.100828312,2009224.6421097976,2058205.8985609128,2108716.133920826,2165584.991742283,2224050.8095042775,2284154.8546377346,2345939.7866643467,2409449.663659222,2469178.5867252382,2530769.849234711,2594256.114928626,2659672.887980806,2727058.334491213
All_3.0,Asia,14021785.64034378,14566847.341306616,15099239.849610673,15644416.293411218,16203041.368765172,16775769.494193722,17363248.618405856,17861009.694455706,18374175.51314776,18903171.314731162,19448438.144345555,20010432.990424883,20616530.68575099,21240627.66571668,21883279.803878486,22545057.990305368,23226548.802581917,23865953.853906147,24526098.67118314,25207477.06789077,25910609.974285934,26636044.730068706,27310656.334196832,28009402.569654733,28732671.903911766,29480899.223852094,30254562.640325654
All_3.0,Latin America,1583568.1885069385,1644970.74475242,1706310.48092991,1769089.6824673698,1833386.8787459224,1899279.156428321,1966842.6335845427,2042235.8227018737,2119556.5450136927,2198888.764878307,2280316.8068568595,2363925.604332024,2456667.2493267767,2551498.304179737,2648541.41809326,2747916.658240783,2849742.2642125874,2971876.9573593433,3096681.2085562465,3224317.0704004634,3354943.602427818,3488717.752323993,3617201.571448961,3748794.1947710677,3883653.1115031713,4021933.881779843,4163790.9568892224
All_3.0,Mideast+Africa,2136131.1554832133,2234780.2409206238,2315962.555166671,2399107.8160829167,2484316.5901368596,2571687.9816157133,2661320.198869178,2786616.3406116795,2914744.1944267782,3045861.213868878,3180123.588252353,3317686.864365375,3491706.731226623,3668582.3942006845,3848604.206228715,4032049.8590700077,4219186.842930424,4491151.877465446,4767329.964867553,5048172.719982435,5334114.140546144,5625573.9314074665,5950399.274417024,6280084.281445899,6615195.476445698,6956272.790807337,7303834.517983095
All_3.0,OECD+EU,9533311.222630475,9653688.905985992,9841118.223828595,10037585.325403702,10243060.138397519,10457544.059151128,10681066.487491295,10971213.606932655,11270682.857371388,11579705.599015959,11898524.122212574,12227391.535871318,12499242.828976719,12782264.674237216,13076531.231636787,13382146.13400328,13699239.751005175,13986744.61175823,14286225.682096897,14597766.051652446,14921477.770169616,15257499.444364766,15666703.362345867,16089702.255505513,16526779.15989465,16978239.15496636,17444408.236361522
All_3.0,E. Europe+Russia,1507440.1985133437,1545416.2646764352,1572443.4930355,1600927.72328328,1630855.669822471,1662219.7738550948,1695017.5408504254,1737444.8788754253,1781316.8439250547,1826663.3400069016,1873516.2778089033,1921909.5126669365,1972439.4076092388,2024711.4716427359,2078758.3854391265,2134615.855015229,2192322.4308036026,2256923.993790552,2323495.3064042763,2392092.84817524,2462775.043414881,2535602.288604799,2604780.7487641415,2676250.2285308074,2750060.8840499697,2826266.30047377,2904923.340876308
All_3.25,Asia,14021785.64034378,14602203.76689231,15172626.083444733,15758608.664036516,16360926.111851668,16980349.629728653,17617650.798901033,18166692.099544298,18734001.276994664,19320136.518289562,19925677.00755031,20551223.29257962,21225093.509284306,21920689.43700478,22638732.720148664,23379966.851880822,24145158.097297188,24870069.685248867,25620022.827329163,26395704.489160832,27197835.92533444,28027172.31424479,28806767.074113455,29615499.70402736,30453980.735072367,31322874.95920572,32222898.65248534
All_3.25,Latin America,1583568.1885069385,1648963.3921911395,1714603.5937749422,1782002.6950656592,1851251.6616432217,1922440.8234609573,1995660.343085308,2077187.6853748653,2161064.3151055006,2247391.742827582,2336272.755225261,2427811.6802829923,2529183.638263419,2633189.6968959565,2739974.16291455,2849679.979045839,2962449.483597571,3096913.179249077,3234800.7857193,3376304.5917061632,3521615.4975948962,3670923.914982369,3815356.242404701,3963755.138639881,4116313.910343972,4273225.559254907,4434683.641241763
All_3.25,Mideast+Africa,2136131.1554832133,2240204.4648063537,2327218.735697426,2416619.4831062225,2508524.1248615063,2603049.659302963,2700313.2281385097,2834307.9101046277,2971824.309691133,3113046.667563717,3258159.6009565103,3407348.7363845105,3594775.6199594005,3786039.4995358186,3981465.4270887547,4181368.3553497335,4386055.553516709,4680108.779365662,4979964.574179259,5286132.9584083315,5599110.223401002,5919382.233357358,6276369.3335876735,6640192.832242925,7011496.74740092,7390902.874234403,7779015.755256681
All_3.25,OECD+EU,9533311.222630475,9677120.189738385,9888948.618626988,10110852.083470238,10342869.975425273,10585073.576156242,10837562.927999053,11158980.537217056,11491399.26803852,11835130.163595626,12190498.114352914,12557841.894762212,12868197.94678846,13191514.800563075,13527958.245419575,13877725.803790845,14241044.264140911,14575211.001142252,14923426.387489215,15285874.023154017,15662769.211506475,16054356.806548372,16524944.294847531,17012307.606376972,17516860.799837597,18039044.807976313,18579326.541102745
All_3.25,E. Europe+Russia,1507440.1985133437,1549167.2750275915,1580085.9774930023,1612613.2811521583,1646746.9597711244,1682490.5069944488,1719852.5338777562,1767180.3943008697,1816200.7870745063,1866955.788227222,1919489.8810350867,1973849.9192821532,2030662.2635028681,2089536.7155772697,2150521.123866606,2213666.868952654,2279028.715885659,2351879.8931514076,2427128.8959304383,2504851.071014066,2585124.4574435097,2668029.84389405,2747473.7842469416,2829710.04661219,2914810.758401198,3002852.29629402,3093915.1730302074
All_3.5,Asia,14021785.64034378,14637560.192478005,15246190.223300207,15873355.365472123,16519961.892378623,17186920.79521689,17875151.623479214,18476847.817624334,19099977.744944207,19745257.23881267,20413429.856267616,21105267.551102612,21850082.73818552,22620800.63891233,23418343.103923175,24243662.698484175,25097743.98343565,25913848.9549333,26759914.575839072,27636863.748065066,28545663.291817084,29487324.043113057,30380917.77054356,31309470.473128248,32273867.807609297,33275060.471172567,34314061.98477577
All_3.5,Latin America,1583568.1885069385,1652956.0396298587,1722916.8111359626,1794978.3920683267,1869246.685332497,1945827.9061856393,2024829.0551791189,2112651.028652457,2203281.6008502888,2296843.4015207845,2393461.4616019605,2493263.5078012855,2603657.3988212408,2717289.4971710476,2834330.694929299,2954952.017181882,3079325.403610251,3226888.439367869,3378724.2610638062,3535062.684584411,3696134.1524951737,3862170.675123103,4023847.0345390057,4190477.1392082633,4362299.042373416,4539552.6137481,4722480.463026376
All_3.5,Mideast+Africa,2136131.1554832133,2245628.688692083,2338502.203938559,2434216.158055344,2532908.1413554787,2634716.5574335265,2739781.1964165736,2882697.3912661695,3029880.12746045,3181546.2167819072,3337914.814610732,3499208.0859377338,3700626.557285474,3906959.4492530418,4118575.2126923907,4335835.233105111,4559096.235183107,4876529.641293019,5201534.264582629,5534693.585680906,5876582.078432785,6227768.5416498985,6619342.6055310555,7020003.832274207,7430493.935346022,7851537.906306836,8283849.062903496
All_3.5,OECD+EU,9533311.222630475,9700551.473490778,9936894.96589762,10184474.504714143,10443407.462617947,10713844.245375982,10995965.51085373,11349495.222146874,11715888.50841661,12095550.635152312,12488904.546430755,12896391.094592312,13247111.94820822,13612830.348531777,13993820.749728866,14390392.661403181,14802888.494575346,15186922.318673955,15587402.790369233,16004635.065583177,16438959.973011361,16890752.16545639,17427952.692259077,17985391.02850935,18563643.773740914,19163320.978976455,19785065.56602463
All_3.5,E. Europe+Russia,1507440.1985133437,1552918.2853787479,1587746.9891855533,1624355.564918983,1662754.1030273903,1702958.5204648103,1744990.019611894,1797351.0550446105,1851681.0210785973,1908036.3255787354,1966476.3225599667,2027063.3070885728,2090456.678150337,2156273.123005368,2224578.652590406,2295443.498175036,2368942.0053372597,2450586.6321484083,2535117.254086382,2622632.3221355104,2713233.9695043713,2807028.1112024523,2897609.957451267,2991566.0393152377,3088995.751300889,3190003.8510295376,3294700.3982463987
All_3.75,Asia,14021785.64034378,14672916.618063703,15319932.269177107,15988657.739923408,16680154.291120006,17395497.48836428,18135781.21230776,18791531.267708044,19472194.815679338,20178672.712727666,20911902.084140625,21672857.4040503,22491900.464432254,23341501.78243673,24222822.28270401,25137064.928717565,26085476.49831549,26998756.877652455,27947587.424284477,28933176.321103714,29956788.319718257,31019745.460601524,32036975.730942618,33095892.80129997,34197719.83310491,35343759.48673071,36535392.455795676
All_3.75,Latin America,1583568.1885069385,1656948.6870685783,1731250.1330129711,1808016.9252535927,1887372.5812827132,1969442.0459691351,2054352.1817637486,2148632.0748288026,2246218.772527894,2347259.93746856,2451907.008258913,2560315.539448183,2680136.444308631,2803862.633071872,2931697.1063671797,3063844.83404771,3200513.580007649,3361985.1916754637,3528680.6092381137,3700875.500621736,3878848.6809945465,4062883.1253916044,4243186.159291762,4429572.9084452335,4622336.6027462995,4821775.031683923,5028191.566420982
All_3.75,Mideast+Africa,2136131.1554832133,2251052.912577813,2349812.9598900694,2451898.0467606126,2557469.495285871,2666690.898473319,2779728.720316975,2931793.274372684,3088925.908601238,3251382.2966390224,3419422.8142856844,3593313.265989194,3809327.6432788204,4031435.597897244,4260058.663940435,4495614.921321232,4738521.429452707,5080690.190828304,5432391.541753497,5794299.485555737,6167084.771070134,6551418.320193102,6980161.692607049,7420543.713668526,7873427.2364664385,8339665.305848778,8820106.366073295
All_3.75,OECD+EU,9533311.222630475,9723982.757243173,9984957.265640493,10258453.450305346,10544676.127967728,10843865.104273442,11156292.764587471,11542791.088869715,11944205.722179675,12361052.307143323,12793869.077956617,13243217.34103585,13636228.61068549,14046536.588880936,14474543.804079458,14920692.437370434,15385462.541465087,15822737.25970814,16279211.242127834,16755335.646211226,17251602.776698872,17768544.61410282,18377947.02776455,19011582.261663675,19670226.470540274,20354698.024808653,21065857.36014204
All_3.75,E. Europe+Russia,1507440.1985133437,1556669.2957299047,1595426.528113153,1636154.7119345986,1678877.6613029041,1723625.2507650151,1770432.938413432,1827962.1547622543,1887766.2613236625,1949918.4068449237,2014495.3884625556,2081577.6865722835,2151861.120781714,2224972.2168308822,2300998.5427435013,2380032.793371448,2462172.7373935184,2553182.7712688884,2647632.184646823,2745647.411135247,2847359.8548193853,2952906.048135949,3055558.1166349687,3162255.6194350845,3273131.435573798,3388325.288550848,3507983.756851777
All_4.0,Asia,14021785.64034378,14708273.043649398,15393852.221075412,16104517.129595699,16841508.902346183,17606094.277083214,18399569.904608227,19110797.397141278,19850743.480192747,20620524.209060457,21421302.587148465,22254290.179742977,23150957.616736535,24083346.593183566,25052900.73705106,26061119.979970533,27109563.001837764,28126309.06277255,29184921.79052242,30286951.217629995,31434020.272379365,32627826.33022835,33778989.878854364,34979571.19132803,36231203.80253812,37535619.76309659,38894649.177805126
All_4.0,Latin America,1583568.1885069385,1660941.3345072977,1739603.5594059671,1821118.4463996734,1905629.9824899638,1993284.892126687,2084233.159550595,2185137.1066079587,2289886.3264217516,2398657.783621162,2511633.8881147043,2629002.900002322,2758669.741019872,2892975.6200501327,3032161.807559518,3176473.7866794337,3326162.1477781953,3502392.165462943,3684907.253026833,3874038.387831478,4070122.8306112774,4273505.247928686,4473909.882522927,4681685.48370606,4897192.57059682,5120799.733837884,5352884.800987513
All_4.0,Mideast+Africa,2136131.1554832133,2256477.1364635425,2361151.003551957,2469665.3550523547,2582209.0443891035,2698974.9156507603,2820160.4500284498,2981604.132129435,3148976.087256,3322577.669762535,3502717.7577387057,3689713.572936582,3920948.4746418004,4159563.5823789667,4406044.250174802,4660876.684709892,4924550.457631162,5292875.638941603,5672901.917244129,6065413.071545914,6471196.6331751235,6891047.492295952,7359708.767379432,7842889.71048499,8341601.376379547,8856853.66859042,9389660.812714962
All_4.0,OECD+EU,9533311.222630475,9747414.040995566,10033135.517855601,10332789.781413754,10646679.507998807,10975145.234076506,11318563.352484426,11738901.88906473,12176406.723022362,12631721.718155384,13105519.511164706,13598502.316807471,14035797.069141913,14492966.744684694,14970563.913051156,15469186.91172701,15989478.517181667,16483544.05361399,16999947.068778444,17539312.92298771,18102315.429349355,18689675.856502626,19377249.95825363,20093641.201168396,20839868.49340531,21617004.431537993,22426175.73203142
All_4.0,E. Europe+Russia,1507440.1985133437,1560420.3060810608,1603124.5942758005,1648010.859549845,1695118.1976677298,1744492.141350282,1796184.2520272518,1859019.03850351,1924465.329091931,1992615.6832246447,2063567.202210576,2137421.6147428933,2214914.9060614137,2295686.779608238,2379850.1848652847,2467524.3653230346,2558834.8731175107,2659811.6366570615,2764851.830174241,2874115.4541408163,2987769.130786231,3105986.3411977957,3221704.4318692023,3342237.848947281,3467760.210140343,3598453.914119637,3734510.248090813
All_4.25,Asia,14021785.64034378,14743629.46923509,15467950.078995135,16220934.876694357,17004031.333823975,17818725.799662326,18666548.25971602,19434701.685441464,20235715.83237902,21070955.0541028,21941843.814672012,22849868.993676137,23827674.132751554,24846902.301427834,25909328.568269696,27016802.05556785,28171249.272765398,29298073.11987539,30473867.30117423,31700588.205431193,32980285.878214367,34315106.67280168,35611198.814222455,36965547.35176891,38380280.8410814,39857650.96586014,41400033.411387235
All_4.25,Latin America,1583568.1885069385,1664933.9819460171,1747977.0903149513,1834283.1072847885,1924019.5234774763,2017358.1019412288,2114475.450184713,2222172.4675427177,2334294.8860407597,2451053.612237835,2572667.010721979,2699361.3979082885,2839307.3287553117,2984696.595785539,3135815.5835436983,3292957.616379285,3456423.955647835,3648304.565280806,3847650.3535582726,4054858.3032415314,4270335.5584126925,4494500.705172299,4716579.592072812,4947489.650099827,5187672.68172294,5437583.014362406,5697688.867049851
All_4.25,Mideast+Africa,2136131.1554832133,2261901.360349272,2372516.334924223,2487518.2887609,2607127.6484709266,2731570.852982792,2861081.0694772806,3032138.620269357,3210045.272523488,3395155.43026643,3587834.3837638525,3788459.2626788197,4035560.173870855,4291441.372072421,4556663.891430552,4831794.753755663,5117409.619949751,5513380.982127064,5923444.355256569,6348514.932892693,6789520.178676755,7247403.715839967,7758907.328782855,8288172.241502746,8836388.799959507,9404756.985668385,9994492.29098123
All_4.25,OECD+EU,9533311.222630475,9770845.324747957,10081429.722542949,10407484.3592093,10749421.147767423,11107693.759883625,11482796.073232578,11937861.70130009,12412548.001157157,12907646.667015241,13423985.822254874,13962431.240879992,14446071.920375582,14952462.165907854,15482329.305759273,16036454.345627176,16615671.193907343,17170261.404710047,17750745.909799706,18357956.612489287,18992783.383872326,19656173.666150723,20428292.948103312,21234464.0026745,22075998.62889646,22954277.11058562,23870749.42754724
All_4.25,E. Europe+Russia,1507440.1985133437,1564171.3164322171,1610841.1876734968,1659924.145115566,1711476.2765503672,1765560.6426490294,1822246.9436859656,1890527.1030855274,1961787.1525884008,2036142.00471579,2113712.229579755,2194624.204441415,2279658.2105636876,2368470.8811918143,2461204.833328613,2558010.453750978,2659045.999876565,2770621.471944827,2886960.8897667127,3008264.1799068963,3134739.979728824,3266605.9805437676,3396453.163798599,3531994.4544307147,3673452.6260866374,3821061.728324624,3975067.3245396903
All_4.5,Asia,14021785.64034378,14778985.894820787,15542225.842936274,16337912.323424734,17167727.206816643,18033406.764935978,18936747.058142345,19763300.148153756,20627205.079703305,21530110.656318095,22473741.82117815,23459902.846842628,24522479.13420711,25632749.937820196,26792875.97635086,28005113.869650654,29271820.634447243,30515670.311401486,31816445.163241275,33176581.146976113,34598633.94211994,36085283.041433655,37538039.21072499,39059111.29534389,40651220.711928025,42317243.42977261,44060212.60631119
All_4.5,Latin America,1583568.1885069385,1668926.6293847363,1756370.725739923,1847511.0596871574,1942541.8402956112,2041663.3406825745,2145082.540365111,2259744.562475521,2379455.203349959,2504464.337783941,2635031.708327388,2771427.5368918697,2922100.34169051,3079095.355707078,3242751.6519084214,3413418.5395058584,3591456.704198843,3799924.276732213,4017165.1097462,4243654.239637562,4479881.628107297,4726353.66174206,4971782.909959872,5227693.425904698,5494624.388996965,5773133.100228726,6063796.624322987
All_4.5,Mideast+Africa,2136131.1554832133,2267325.584235002,2383908.9540068656,2505457.0537165776,2632226.16940642,2764480.965300859,2902495.296490071,3083405.4781546756,3272148.2501511076,3469139.0077642603,3674808.0206430876,3889601.56691767,4153235.4189182203,4427169.319888504,4712053.042491034,5008548.457933463,5317332.400057223,5742511.313401214,6184411.733632172,6644104.502698744,7122683.052903613,7621267.708571891,8178724.031719784,8757577.398629922,9359233.01058997,9985119.070395645,10636693.232997457
All_4.5,OECD+EU,9533311.222630475,9794276.60850035,10129839.879702535,10482538.044861894,10852904.60086183,11241519.850769492,11649009.861577034,12139704.933401652,12652686.729858523,13188916.228046441,13749400.193012977,14335192.928564219,14867313.329240885,15425372.507357128,16010300.221451597,16623089.92348664,17264798.66759787,17883839.460802794,18532785.09957973,19212710.921956006,19924762.3949388,20670155.480437923,21533621.08629204,22437089.45750935,23382223.189438365,24370772.203186885,25404575.991487596
All_4.5,E. Europe+Russia,1507440.1985133437,1567922.3267833735,1618576.3083062416,1671894.7059826036,1727952.4637377467,1786832.21207967,1848624.0182135883,1922491.797468009,1999740.767975131,2080511.4225219896,2164951.283632694,2253215.1337836515,2346132.089528305,2443379.906923436,2545135.651740769,2651585.9978434886,2762927.4375978224,2885765.5945367455,3014150.8437344134,3148330.2464123843,3288562.1872067973,3435116.8573283562,3580227.4645453137,3732030.8875000356,3890808.774854499,4056857.225635331,4230487.200414814
All_4.75,Asia,14021785.64034378,14814342.320406483,15616679.512898836,16455450.811992193,17332602.156083874,18250151.95245391,19210197.302638914,20096649.34072597,21025305.553947408,21998138.531487964,23017216.318529304,24084706.725483477,25235811.105017286,26441484.634835284,27704333.74836404,29027087.41018038,30412603.110705666,31780777.253659215,33214750.611002408,34717521.449847996,36292240.12619161,37942215.04259455,39564154.563364826,41265812.92807324,43050616.99788583,44922187.84348715,46884345.68709089
All_4.75,Latin America,1583568.1885069385,1672919.2768234562,1764784.465680884,1860802.4553849997,1961197.5705218606,2066202.2816266213,2176057.9419653527,2297859.857981521,2425378.160010156,2558907.119856116,2698753.742004845,2845238.5277440823,3007101.02959957,3176243.3892040285,3353065.721904092,3537982.3404732607,3731423.087689503,3957460.0782889454,4193716.0672366945,4440757.666911793,4699172.229058888,4969569.638549433,5240134.850968661,5523039.613664161,5818938.914386459,6128512.836719095,6452468.571843681
All_4.75,Mideast+Africa,2136131.1554832133,2272749.8081207317,2395328.860799887,2523481.8557497174,2657505.4711399917,2797707.518276914,2944407.8829569253,3135413.5293814647,3335299.9842395973,3544552.171421008,3763674.5946997036,3993192.7096961983,4274048.473357031,4566850.214339542,4872350.77878137,5191322.3621672895,5524559.674990987,5980582.142402898,6456211.319474238,6952700.74892872,7471339.016770865,8013454.625360423,8620170.592970574,9252349.545343205,9911652.065460663,10599778.203046089,11318474.719115635
All_4.75,OECD+EU,9533311.222630475,9817707.892252745,10178365.989334363,10557951.699541472,10957133.42940232,11376632.719890771,11817223.788974956,12344466.324833151,12896880.77205453,13475620.766473629,14081897.042813748,14716979.852461787,15299787.136630371,15912055.910087785,16554949.201351583,17229706.205881413,17937643.03973603,18625260.810070388,19347285.092711225,20105076.54745287,20900081.27211408,21733832.136002034,22695898.104437407,23704705.64993108,24762334.74563852,25870976.416959852,27032936.346935928
All_4.75,E. Europe+Russia,1507440.1985133437,1571673.33713453,1626329.9561740353,1683922.6795018015,1744547.3263752323,1808308.314067417,1875318.5021294719,1954918.623130145,2038335.3204130428,2125738.1914825966,2217305.5297579765,2313224.655740805,2414378.493900598,2520470.5863671927,2631717.7593373754,2748348.708498697,2870604.347870907,3005402.5564688225,3146620.1854079785,3294559.5682932376,3449537.5964173153,3611886.384472595,3773470.2120190696,3942877.4321274967,4120459.741301827,4306587.281533091,4501649.279392055
All_5.0,Asia,14021785.64034378,14849698.74599218,15691311.088882804,16573551.684602065,17498661.829881746,18468976.212650735,19486930.219265003,20434806.362401947,21430112.72203325,22475188.32810095,23572490.728923623,24724601.702284,25968118.072402775,27273715.934058387,28644513.757505048,30083784.720460407,31594964.612619568,33095127.66749295,34670955.43039211,36326101.63498121,38064411.90553171,39889932.11222701,41694404.30003017,43591474.14959251,45585402.990666896,47680695.901372746,49882109.644460335
All_5.0,Latin America,1583568.1885069385,1676911.9242621756,1773218.3101378318,1874157.446156532,1979987.353260843,2090976.6060745413,2207405.192154434,2336524.8828137526,2472074.7686264636,2614399.36613557,2763859.30786273,2920832.3002759423,3094362.7794376817,3276213.91653832,3466856.0548427547,3666778.467007304,3876490.9396644533,4121127.859291082,4377577.437137787,4646512.988480234,4928635.617971794,5224676.400315022,5522279.029444379,5834307.419700166,6161553.396630923,6504842.5048520295,6865036.507628226
All_5.0,Mideast+Africa,2136131.1554832133,2278174.032006461,2406776.055303285,2541592.900690645,2682966.41968537,2831252.788449403,2986823.614995013,3188171.682387079,3399515.6189599824,3621419.0340439584,3854470.638954871,4099285.924176881,4398075.217056995,4710589.332612421,5037699.8841358125,5380306.406600725,5739339.930760542,6227919.724838168,6739265.259831158,7274842.889001814,7836168.967012719,8424815.489322051,9084305.776404763,9773794.02974127,10495242.233798621,11250672.003828363,12042172.897433273
All_5.0,OECD+EU,9533311.222630475,9841139.176005138,10227008.051438425,10633726.184417935,11062111.204041176,11513041.624591773,11987457.064251987,12552180.949087733,13145188.686965946,13767851.953975162,14421613.061009537,15107988.204301113,15743764.969284294,16412879.186323818,17116761.3868684,17856933.593438197,18635011.117307525,19395541.50704921,20195510.934418432,21036612.74025216,21920644.733822938,22849511.750181004,23917911.603624623,25040656.908026107,26220321.26566639,27459618.91941754,28761410.127578232
All_5.0,E. Europe+Russia,1507440.1985133437,1575424.3474856862,1634102.131276877,1696008.2030240004,1761261.432966615,1829990.4200610807,1902333.4437524746,1987813.1344493497,2077580.065111216,2171836.7725260644,2270796.490770029,2374683.607858892,2484440.287659927,2599801.02260081,2721028.2783884415,2848399.1423208513,2982205.8459667554,3129696.30996338,3284574.660287045,3447207.655454445,3617980.57923919,3797298.141712197,3976644.8789412207,4165090.360807358,4363069.124497963,4571039.132353152,4789482.707814951
All_5.25,Asia,14021785.64034378,14885055.171577876,15766120.570888191,16692216.283459716,17665911.889962815,18689894.467015628,19766977.258457314,20777828.860133935,21841723.196924634,22961411.85298579,24139792.238472696,25379915.0390335,26719857.79107249,28130068.09941057,29614249.473005984,31176298.69958031,32820316.15695342,34460514.17993787,36187310.56312052,38005119.02642992,39918593.70512222,41932640.55625337,43933873.27124689,46042201.48589724,48262868.31905403,50601421.96742979,53063727.49684797
All_5.25,Latin America,1583568.1885069385,1680904.5717008952,1781672.2591107676,1887576.183779975,1998911.8291443156,2115988.003371994,2239127.853517969,2375746.228350472,2519556.1740058754,2670958.735369854,2830375.0433258438,2998247.515446131,3183940.1372882146,3379081.9264702206,3584223.525812684,3799940.1277080863,4026833.382447781,4291150.844295729,4569033.424817355,4861278.013245178,5168717.784020673,5492224.87771535,5818888.916177608,6162314.144886776,6523453.138788801,6903302.776883632,7302907.376876605
All_5.25,Mideast+Africa,2136131.1554832133,2283598.255892191,2418250.537517061,2559790.394369692,2708609.88312562,2865119.063249277,3029747.313112539,3241688.9310605465,3464810.480282954,3699764.056212976,3947233.3018884347,4207935.469662358,4525393.177378205,4858494.49466737,5208246.940475405,5575696.049751639,5961929.483679534,6484861.401519962,7034011.087879649,7611091.128722882,8217881.9936899915,8856238.678787127,9572237.460592141,10323280.016975835,11111681.825212862,11939842.54467388,12810255.734047364
All_5.25,OECD+EU,9533311.222630475,9864570.459757531,10275766.066014728,10709862.36066122,11167841.503962737,11650755.86651023,12159729.034260374,12762884.216091132,13397669.736793367,14065702.78438554,14768687.239709063,15508417.957667697,16199524.351454908,16928218.007951736,17696234.824297745,18505420.801956836,19357735.13144207,20195732.128501393,21078773.777432963,22008939.443595458,22988436.365586918,24019603.753914144,25202578.49818397,26448451.060454443,27760375.679627962,29141683.814356014,30595891.79994487
All_5.25,E. Europe+Russia,1507440.1985133437,1579175.3578368428,1641892.8336147673,1708151.4139000438,1778095.353374124,1851880.0085498812,1929671.913305402,2021180.9390818335,2117484.3683837825,2218821.835146955,2325446.0520703928,2437623.4221187346,2556361.265440831,2681430.722073072,2813146.382636239,2951840.777408149,3097865.1158434884,3258816.37780557,3428227.5127431974,3606539.9632149218,3794218.524487001,3991752.5458144182,4190236.437939229,4399253.141592905,4619334.629238405,4851042.452154662,5094969.059444794
All_5.5,Asia,14021785.64034378,14920411.597163571,15841107.958914997,16811445.950770494,17834358.011576053,18912921.708261836,20050370.096102215,21125775.03251334,22260234.74860703,23456963.09719015,24719351.851422008,26050980.29076503,27491497.930507347,29011180.436410867,30614396.48111533,32305753.922192365,34090113.11699542,35878790.17821685,37766148.79285257,39757479.56650003,41858372.22391873,44074730.86512055,46287881.632857256,48624399.27658408,51090676.34841084,53693485.798309244,56439997.68890264
All_5.5,Latin America,1583568.1885069385,1684897.2191396146,1790146.3125996916,1901058.8200335465,2017971.6403311635,2141238.170928317,2271229.514179652,2415530.5490446035,2567833.6544238413,2728603.1403831686,2898328.033492718,3077523.577663513,3275888.8306794716,3484924.2146092257,3705271.6867327928,3937604.391968898,4182628.9806125024,4467759.823943583,4768378.56906184,5085424.443593077,5419883.138221973,5772790.125422337,6130669.147330792,6507916.949637955,6905673.96004316,7325137.816297167,7767567.317951217
All_5.5,Mideast+Africa,2136131.1554832133,2289022.4797779205,2429752.307441214,2578074.542617187,2734436.7316131317,2899308.6410259805,3073183.8323730957,3295974.3553558313,3531200.077720615,3779612.050450338,4042000.356304799,4319196.648861583,4656081.5608903505,5010676.118379442,5384142.419432561,5777692.415124356,6192592.707585044,6751755.947257648,7340902.24505842,7962027.426319434,8617216.476240138,9308651.472143054,10085124.79202397,10902243.446008254,11762735.195627438,12669441.71092943,13625330.11023081
All_5.5,OECD+EU,9533311.222630475,9888001.743509924,10324640.033063268,10786361.089441244,11274327.916883357,11789784.791682955,12334059.184538549,12976611.87461617,13654383.893452177,14369267.58954819,15123260.906949405,15918472.931638813,16667348.818451568,17458457.09864734,18293880.776137743,19175835.349007774,20106673.475169618,21026918.859957673,21998432.44666829,23023739.502054118,24105521.68607916,25246623.081615802,26552950.684869684,27931767.011719577,29386905.887610264,30922423.22818701,32542607.614238545
